dataset,file,query,ref
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01258_h1_saffire_format,HG01258_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01258_h2_saffire_format,HG01258_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01358_h1_saffire_format,HG01358_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01358_h2_saffire_format,HG01358_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01361_h1_saffire_format,HG01361_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01361_h2_saffire_format,HG01361_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01891_h1_saffire_format,HG01891_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01891_h2_saffire_format,HG01891_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01928_h1_saffire_format,HG01928_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01928_h2_saffire_format,HG01928_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01952_h1_saffire_format,HG01952_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01952_h2_saffire_format,HG01952_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01978_h1_saffire_format,HG01978_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG01978_h2_saffire_format,HG01978_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02055_h1_saffire_format,HG02055_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02055_h2_saffire_format,HG02055_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02080_h1_saffire_format,HG02080_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02080_h2_saffire_format,HG02080_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02109_h1_saffire_format,HG02109_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02109_h2_saffire_format,HG02109_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02145_h1_saffire_format,HG02145_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02145_h2_saffire_format,HG02145_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02148_h1_saffire_format,HG02148_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02148_h2_saffire_format,HG02148_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02257_h1_saffire_format,HG02257_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02257_h2_saffire_format,HG02257_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02486_h1_saffire_format,HG02486_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02486_h2_saffire_format,HG02486_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02559_h1_saffire_format,HG02559_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02559_h2_saffire_format,HG02559_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02572_h1_saffire_format,HG02572_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02572_h2_saffire_format,HG02572_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02622_h1_saffire_format,HG02622_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02622_h2_saffire_format,HG02622_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02630_h1_saffire_format,HG02630_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02630_h2_saffire_format,HG02630_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02717_h1_saffire_format,HG02717_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02717_h2_saffire_format,HG02717_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02723_h1_saffire_format,HG02723_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02723_h2_saffire_format,HG02723_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02818_h1_saffire_format,HG02818_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02818_h2_saffire_format,HG02818_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02886_h1_saffire_format,HG02886_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG02886_h2_saffire_format,HG02886_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03098_h1_saffire_format,HG03098_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03098_h2_saffire_format,HG03098_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03453_h1_saffire_format,HG03453_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03453_h2_saffire_format,HG03453_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03486_h1_saffire_format,HG03486_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03486_h2_saffire_format,HG03486_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03492_h1_saffire_format,HG03492_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03492_h2_saffire_format,HG03492_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03516_h1_saffire_format,HG03516_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03516_h2_saffire_format,HG03516_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03540_h1_saffire_format,HG03540_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03540_h2_saffire_format,HG03540_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03579_h1_saffire_format,HG03579_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/HG03579_h2_saffire_format,HG03579_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/NA18906_h1_saffire_format,NA18906_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/NA18906_h2_saffire_format,NA18906_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/NA19240_h1_saffire_format,NA19240_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/NA19240_h2_saffire_format,NA19240_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/NA20129_h1_saffire_format,NA20129_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/NA20129_h2_saffire_format,NA20129_h2_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/NA21309_h1_saffire_format,NA21309_h1_GRCh38,GRCh38
Hsieh_HPRCv2,datasets/Hsieh_HPRCv2/NA21309_h2_saffire_format,NA21309_h2_GRCh38,GRCh38
